location,well_or_spring_name,WGS84_latitude,WGS84_longitude,depth_bgl_in_m,rock_type,stratigraphic_period,temperature_in_c,electrical_conductivity_25c_in_uS/cm,pH,redox_potential_in_mV,total_dissolved_solids_in_mmol/L,O2_in_mmol/L,Na_in_mmol/L,Mg_in_mmol/L,Ca_in_mmol/L,Cl_in_mmol/L,SO4_in_mmol/L,HCO3_in_mmol/L,Li_in_mmol/L,K_in_mmol/L,Sr_in_umol/L,NH4_in_umol/L,Fe_in_mmol/L,Mn_in_mmol/L,F_in_umol/L,NO3_in_mmol/L,H2SiO3_in_umol/L,HS_in_mmol/L,Database_number
Grebenstein-Kressenbrunnen,Quelle Kressenbrunnen,51.44146773226063,9.424908824232999,0,Sandstone,Triassic,10.1,,6.7,,,,,,,,,140.0,,,,,,,,,,,6.0
Grebenstein-Kressenbrunnen,Quelle Kressenbrunnen,51.44146773226063,9.424908824232999,0,Sandstone,Triassic,11.5,330.0,7.03,,,5.7,8.0,11.0,43.6,13.8,15.8,150.0,,1.4,,0,0.02,0,,16.6,,,6.0
Grebenstein-Kressenbrunnen,Quelle Kressenbrunnen,51.44146773226063,9.424908824232999,0,Sandstone,Triassic,13,343.0,7.02,,,5.8,5.2,9.1,44.0,10.5,15,142.0,,1,,0,0,0.014,,18.1,,,6.0
Greifenstein-Nenderoth,Prinz-Heinrich-Quelle,50.57689295125297,8.214911290831617,101,"Graywacke, Slate",Carboniferous,9.7,,,,,,188.0,49.42,153.3,4.339,1.796,1240.0,0.623,4.726,0.579,0.596,9.036,1.351,,,17.7,,6.0
Großalmerode,Querenberg,51.25412549543294,9.815563609066652,200,Sandstone,Triassic,10.9,426.0,7.79,,,10.2,4.3,15.3,50.4,4.0,53,175.0,,1.1,,<0.04,<0.03,<0.1,,2.7,,,6.0
Großenlüder,Georgsbrunnen,50.59080016960028,9.542338544703844,13,Dolomite,Triassic,11.5,,,,,36.6,6633.0,338.8,1134.0,9647.0,2219,3762.0,0.524,315.9,0.721,,22.8,3.2,,,412.3,,6.0
Großenlüder,Georgsbrunnen,50.59080016960028,9.542338544703844,13,Dolomite,Triassic,11,,,,,,8740.0,249.3,1475.0,13438.0,2782,2922.0,4.42,350,15.05,2.45,21.5,0.55,0.65,8.05,23.75,,6.0
Groß-Gerau-Dornheim,Wolfskehlen IV,49.86999231400099,8.480801188554118,930,?,Neogene/Paleogene,n.s.,,,,,,8590.0,122.0,203.0,13820.0,28.5,866.2,,,,,,,,,,,6.0
Groß-Umstadt,Groß-Umstadt V,49.85482623479135,8.921393713962281,99,Muscovite-Biotite-Gneiss,Silurian,12,574.0,7.3,,,8.7,5.7,17.0,87.9,15.6,2.4,311.0,,0.7,,<0.01,<0.005,0.002,,31.4,,,6.0
Gudensberg,Buchenborn,51.18909306285598,9.355920099571703,320,Sandstone,Triassic,15,,7.3,,,,,,,,,256.0,,,,,,,,,,,6.0
Gudensberg,Buchenborn,51.18909306285598,9.355920099571703,320,Sandstone,Triassic,11,,7.6,,,,,,,,,323.0,,,,,,,,,,,6.0
Gudensberg,Buchenborn,51.18909306285598,9.355920099571703,320,Sandstone,Triassic,11,432.0,6.6,,,,,,,,,201.0,,,,,,,,,,,6.0
Gudensberg,Buchenborn,51.18909306285598,9.355920099571703,320,Sandstone,Triassic,14.9,668.0,,,,3.1,7.4,51.1,64.0,6.6,33.7,408.0,,2.7,,0,0.86,0.005,,4.1,,,6.0
Hadamar,Heiligenborn,50.45173591601416,8.046955751846713,2,Limestone,Devonian,9.4,,7.3,,,,98.7,25.9,164.8,86.3,168,544.1,,2.2,,0.6,0.29,,,Traces,10.4,,6.0
Hanau-Großauheim,Wasserwerk VI TB1,50.10276987227899,8.962954721581871,116.5,Unconsolidated rocks,Neogene/Paleogene,12.4,485.0,6.91,,,0.7,29.8,5.6,64.1,101.0,5.8,152.6,,5,,,1.4,0.09,,0,,,6.0
Hanau-Großauheim,Wasserwerk VI TB2,50.10285987429649,8.963234239707578,126,Unconsolidated rocks,Neogene/Paleogene,12.8,210.0,6.79,,,0.5,5.3,4.3,40.1,9.0,8.6,134.2,,2.8,,,1.3,0.2,,0,,,6.0
Hanau-Großauheim,Wasserwerk VI TB3,50.10133283486937,8.968267824133184,122.5,Unconsolidated rocks,Neogene/Paleogene,12.4,255.0,6.9,,,1.2,12.4,0.0,50.1,25.0,11.5,137.3,,3,,,1.5,0.1,,0,,,6.0
Hanau-Wilhelmsbad,Wilhelmsbad,50.14219086749703,8.88527513492439,201,Marl,Neogene/Paleogene,17.2,2150.0,,,,,562.0,10.42,34.07,238.0,153.6,1067.8,,11.3,,1.24,2.62,0.12,,0,,,6.0
Hauneck-Sieglos,Sieglos,50.81804360984549,9.73163326356924,456.5,?,Permian,n.s.,,,,,,10149.0,216.0,1152.0,14660.0,4117,1037.0,,,,,82.1,,,,,,6.0
Heidenrod-Grebenroth,Grebenrother Säuerling,50.1983677511017,7.939500468245248,4,Slate,Devonian,9,,,,,,4.0,55.0,26.0,6.0,10,342.0,,,,,6.1,,,,,,6.0
Heppenheim,Odenwaldquelle,49.62647734666474,8.643691722181776,67.6,Sandstone,Triassic,15.2,,,,,,247.1,18.33,142.4,496.7,33.41,318.1,0.94,15.11,2.11,,0.16,0.019,,2.6,25.16,,6.0
Herbstein,Thermalbrunnen,50.56857714996276,9.346212824055462,1000.5,Sandstone,Permian,32.9,,,,,,284.4,98.5,596.5,6.1,2287,200.7,,,,,,,,,,,6.0
Herbstein,Thermalbrunnen,50.56857714996276,9.346212824055462,1000.5,Sandstone,Permian,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Herbstein,Thermalbrunnen,50.56857714996276,9.346212824055462,1000.5,Sandstone,Permian,31.5,3610.0,6.9,117.0,,<0.1,289.0,107.0,562.0,7.5,2237,198.3,0.33,25,5.684,0.23,2.5,0.73,2.9,0,20.8,,6.0
Herleshausen,Herleshausen,51.01278666539737,10.17046317162517,82,?,Permian,11,,,,,,10191.3,547.2,1544.0,18758.0,1614.4,198.3,,,,,,,,,,,6.0
Hessisch Lichtenau,Firma Fröhlich & Wolf,51.1988253946869,9.736174829986908,146.2,?,Triassic,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Hessisch Lichtenau-Hirschhagen,Rohrbach I,51.23092111334087,9.691583102766177,260.7,Sandstone,Triassic,9.9,144.0,6.8,,,,,,,,,146.0,,,,,,,,,,,6.0
Hessisch Lichtenau-Walburg,Walburg,51.2144993898808,9.773067551338617,200,Sandstone,Triassic,10.9,542.0,7.54,,,9.8,4.2,15.5,71.5,11.0,57,217.0,,1.4,,<0.04,<0.03,<0.1,,12.9,,,6.0
Hochheim (Main),Wasserwerk Im Mörsch,50.00524847931722,8.343182241227707,8.4,Unconsolidated rocks,Paleogene,11,,6.7,,,3.9,120.0,48.0,255.0,145.0,362,275.0,,,,0,0.04,0,,349,18.2,,6.0
Hochheim (Main)-Wallau,Kasernbachtal,50.0651404201614,8.394327746365274,125,Unconsolidated rocks,Paleogene,n.s.,,,,,,108.0,3.0,6.0,7.0,21.2,281.0,,,,,0.1,,,Traces,,,6.0
Hofgeismar,Gesundbrunnen,51.5052693212666,9.405768057322762,100,Sandstone,Triassic,n.s.,,,,,,497.0,98.7,223.2,587.0,420,1031.0,,,,,,,,,,,6.0
Hofgeismar,Gesundbrunnen,51.5052693212666,9.405768057322762,100,Sandstone,Triassic,10.8,,6.3,,,,,,,,,701.0,,,,,,,,,,,6.0
Hofgeismar,Gesundbrunnen,51.5052693212666,9.405768057322762,100,Sandstone,Triassic,11.2,,6.1,,,,,,,,,1025.0,,,,,,,,,,,6.0
Hofgeismar,Gesundbrunnen,51.5052693212666,9.405768057322762,100,Sandstone,Triassic,11.3,366.0,6.0,,,,,,,,,1049.0,,,,,,,,,,,6.0
Hofgeismar,Molkereibrunnen,51.49859610219601,9.385401683820112,151,Sandstone,Triassic,14.2,,,,,,231.2,156.2,545.7,567.4,434.3,1582.0,,,,,10.1,,,,,,6.0
Hofgeismar,Molkereibrunnen,51.49859610219601,9.385401683820112,151,Sandstone,Triassic,13.8,,6.1,,,,,,,,,1403.0,,,,,,,,,,,6.0
Hofgeismar,Molkereibrunnen,51.49859610219601,9.385401683820112,151,Sandstone,Triassic,13.7,,6.0,,,,,,,,,1330.0,,,,,,,,,,,6.0
Hofgeismar,Röddenhof,51.50395964870549,9.420304370184429,80,Sandstone,Triassic,n.s.,,,,,,69.9,67.0,230.4,183.0,207.8,855.0,,,,,,,,,,,6.0
Hofgeismar,Röddenhof,51.50395964870549,9.420304370184429,80,Sandstone,Triassic,11,,6.0,,,,,,,,,567.0,,,,,,,,,,,6.0
Hofgeismar,Röddenhof,51.50395964870549,9.420304370184429,80,Sandstone,Triassic,10.6,,6.3,,,,,,,,,610.0,,,,,,,,,,,6.0
Hofgeismar,Röddenhof,51.50395964870549,9.420304370184429,80,Sandstone,Triassic,10.4,1160.0,6.5,,,,,,,,,476.0,,,,,,,,,,,6.0
Hofgeismar-Hombressen,Lempetal,51.50658830926341,9.484573747370362,121.5,Sandstone,Triassic,10.1,351.0,7.22,,,2,7.5,12.1,35.3,5.0,11.6,172.0,,3.8,,0,0.01,0.213,,0.6,,,6.0
Hohenroda-Mansbach,Meiselgraben,50.78967394221341,9.949431889087267,130,Sandstone,Triassic,n.s.,,7.8,,,,26.0,48.2,168.3,23.3,393,267.648,,8.6,,,,,,10.2,,,6.0
Hohenroda-Ransbach,Ransbach IV,50.82623988758831,9.908568889602531,692.5,Sandstone,Triassic/Permian,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Hünfeld,Großenbacher Straße,50.67481116376041,9.774213480871751,121,Sandstone,Triassic,n.s.,,,,,,,,,20.0,800,,,,,,,,,,,,6.0
Hungen-Traishorloff,Grube Friedrich - Bohrung II,50.452211596067,8.896356040664658,138.6,?,Neogene/Paleogene,n.s.,,,,,,1313.8,369.33,684.11,2698.0,274.08,2425.42,,109.39,,2.38,4.72,,,0,213.2,,6.0
Hungen-Traishorloff,Mineralquelle im Tagebau,50.4492484496668,8.900727680497237,7,Unconsolidated rock,Neogene/Paleogene,17,,,,,,1426.0,586.0,292.0,3130.0,447,1661.0,,,,,,,,,,,6.0
Hungen-Traishorloff,Säuerling,50.44673804382165,8.909321999594798,0,Unconsolidated rock,Quaternary,10.5,,,,,,154.0,87.28,100.75,374.5,11.45,344.23,,,,,Traces,,,,20.31,,6.0
Immenhausen,Immenhausen I,51.42623705781405,9.502848115700637,241.5,Sandstone,Triassic,12.6,,7.0,,,,,,,,,110.0,,,,,,,,,,,6.0
Immenhausen,Immenhausen I,51.42623705781405,9.502848115700637,241.5,Sandstone,Triassic,12.2,,6.4,,,,,,,,,61.0,,,,,,,,,,,6.0
Immenhausen,Immenhausen I,51.42623705781405,9.502848115700637,241.5,Sandstone,Triassic,13.4,185.0,7.68,,,5.4,6.5,6.6,18.9,10.5,11.6,63.4,,1.4,,0,0.02,0,,13.6,,,6.0
Immenhausen,Immenhausen II,51.42317402777284,9.504396138036906,300,Sandstone,Triassic,13.2,,6.8,,,,,,,,,152.0,,,,,,,,,,,6.0
Immenhausen,Immenhausen II,51.42317402777284,9.504396138036906,300,Sandstone,Triassic,13.6,273.0,6.83,,,3.1,14.0,9.8,29.3,8.2,16.4,140.0,,2.1,,0,0.013,0.008,,2.7,,,6.0
Immenhausen,Immenhausen III,51.43741090238836,9.49649844692374,240,Sandstone,Triassic,10.1,,6.7,,,,,,,,,122.0,,,,,,,,,,,6.0
Immenhausen,Immenhausen III,51.43741090238836,9.49649844692374,240,Sandstone,Triassic,12.9,148.0,6.73,,,6.1,4.9,5.1,17.6,6.6,7.9,67.7,,2,,0,0.062,0.006,,6.7,,,6.0
Karben-Großkarben,Bismarckquelle,50.25001630843012,8.776342911160295,0,Unconsolidated rocks,Neogene,9,,,,,,677.9,134.2,594.4,1413.0,60.58,2329.0,Traces,351.4,Traces,3.601,1.158,Traces,,Traces,24.4,,6.0
Karben-Großkarben,Brunnen III,50.23945414636751,8.755223185264159,22,?,Neogene/Paleogene,13,,6.03,,,,400.0,65.2,436.0,636.0,90.5,1586.47,,40,,1,4.16,0.5,,0,28.0,,6.0
Karben-Großkarben,Brunnen IV,50.23981849012483,8.757464425565981,43.3,?,Neogene/Paleogene,n.s.,,6.37,,,,443.0,180.7,352.2,491.0,43.7,1897.6,,33.3,,0,2.9,7,,0,35.1,,6.0
Karben-Großkarben,Ludwigsbrunnen,50.25001630843012,8.776342911160295,3,Unconsolidated rocks,Neogene,10,,,,,,856.3,194.4,604.9,1312.0,66.26,2806.0,0.284,33.19,0.831,7.074,,1.708,,13.37,11.3,,6.0
Karben-Großkarben,Ludwigsbrunnen,50.25001630843012,8.776342911160295,3,Unconsolidated rocks,Neogene,12,,6.1,,,,829.8,195.7,625.7,1382.7,77.4,2701.0,,46.98,,3.6,1.19,0.35,,,22.28,,6.0
Karben-Großkarben,Selzerbrunnen,50.23972770140124,8.7570443046428,30,Unconsolidated rocks,Neogene,13.4,,,,,,524.1,78.21,514.8,785.5,36.38,2036.0,0.348,42.28,2.274,2.008,4.648,0.752,,0.915,17.49,,6.0
Karben-Großkarben,Selzerbrunnen,50.23972770140124,8.7570443046428,30,Unconsolidated rocks,Neogene,13.5,,6.1,,,,506.2,74.38,499.7,737.2,40.38,1997.0,,39.57,,1.8,4.27,0.8,,,19.36,,6.0
Karben-Kloppenheim,Taunusbrunnen,50.23846276620628,8.754106740497814,n.s.,Unconsolidated rocks,Neogene,13.1,,,,,,624.9,86.88,580.0,1040.0,36.22,2110.0,0.375,39.64,1.962,1.784,7.963,1.118,,0.543,20.97,,6.0
Karben-Rendel,Scharmühle,50.20453820500517,8.785381221012674,90,?,Permian,12.5,,6.1,,,,280.0,11.9,19.3,52.2,71.5,696.0,,,,Traces,Traces,,,0,,,6.0
Kassel,Holländische Straße,51.34760197891811,9.476004678252645,150,Sandstone,Triassic,10.4,,7.0,,,,,45.73,168.96,103.5,225.32,268.42,,,,,0.41974,Traces,,Traces,,,6.0
Kassel-Bad Wilhelmshöhe,Solebohrung I,51.30401125205819,9.427223625920579,1316,"Dolomite, Pelite, Limestone, Anhydrite",Permian,41.5,,,,,,42361.0,965.8,2238.8,68434.5,4449.7,86.6,Traces,565,Traces,,38,,,,,,6.0
Kassel-Bad Wilhelmshöhe,Solebohrung I,51.30401125205819,9.427223625920579,1316,"Dolomite, Pelite, Limestone, Anhydrite",Permian,41.9,,,,,,43690.0,961.6,2152.0,70970.0,4355,200.0,13.31,236,20.53,7.074,22.72,0.684,,,9.96,,6.0
Kassel-Bad Wilhelmshöhe,Solebohrung III,51.3115423247342,9.430262683328614,674,Sandstone,Triassic,25.6,,,,,,10700.0,243.8,902.2,17258.0,2015,281.3,2.33,75.2,20.7,2.1,8.7,0.17,0.15,,19.8,,6.0
Kassel-Bad Wilhelmshöhe,Solebohrung III,51.3115423247342,9.430262683328614,674,Sandstone,Triassic,23.7,34600.0,6.9,,,2.2,7400.0,180.0,650.0,11000.0,1500,196.0,1.3,45,20.7,5.55,4.7,0.09,0.05,,5.8,,6.0
Kassel-Bettenhausen,WEGU ,51.31287184824697,9.544926890928641,100,Sandstone,Triassic,12,,7.0,,,,,,,,,214.0,,,,,,,,,,,6.0
Kassel-Harleshausen,Harleshausen,51.34282712589813,9.432321011921506,170,Sandstone,Triassic,n.s.,,,,,,,,,,,452.0,,,,,,,,,,,6.0
Kassel-Harleshausen,Harleshausen,51.34282712589813,9.432321011921506,170,Sandstone,Triassic,11.6,,7.3,,,,,,,,,,,,,,,,,,,,6.0
Kassel-Harleshausen,Harleshausen,51.34282712589813,9.432321011921506,170,Sandstone,Triassic,10.8,,6.9,,,,,,,,,457.0,,,,,,,,,,,6.0
Kassel-Ihringshausen,Ihringshausen,51.3474961960937,9.541748749860282,200,Sandstone,Triassic,12.2,,,,,,3000.0,500.7,1243.7,5743.3,1050.4,1702.4,,,,,,,,,,,6.0
Kassel-Niederzwehren,Tränkeweg I,51.28625078069771,9.486408670274631,160,Sandstone,Triassic,11.6,,7.0,,,,,,,,,268.0,,,,,,,,,,,6.0
Kassel-Niederzwehren,Tränkeweg I,51.28625078069771,9.486408670274631,160,Sandstone,Triassic,11.7,684.0,6.92,277.0,,1.1,42.0,23.4,89.3,66.0,68.7,305.0,,,,,0.95,0.43,,,11.0,,6.0
Kassel-Niederzwehren,Tränkeweg II,51.28372964224128,9.487385485273649,116,Sandstone,Triassic,11,1545.0,6.84,,,2.03,260.0,24.8,88.7,389.0,143,232.0,,0,,0,0.28,0.09,,2.8,12.5,,6.0
Kassel-Niederzwehren,Tränkeweg II,51.28372964224128,9.487385485273649,116,Sandstone,Triassic,11.7,922.0,6.88,442.0,,3.9,87.0,19.3,114.6,131.0,156.4,220.0,,0,,0,0.04,0.06,,33.4,13.0,,6.0
Kassel-Niederzwehren,Tränkeweg III,51.28357004326594,9.482509933032679,163,Sandstone,Triassic,11.8,637.0,6.84,287.0,,1,38.0,21.5,89.3,59.0,76.5,287.0,,,,0.07,1.22,0.4,,,13.5,,6.0
Kassel-Niederzwehren,Tränkeweg IV,51.28166094018827,9.487650277227463,150,Sandstone,Triassic,12.4,147.0,7.1,327.0,,0.8,322.0,16.0,53.6,365.0,139,293.0,,,,0.02,0.32,0.08,,0.2,,,6.0
Kassel-Rothenditmold,Henschelwerk Mittelfeld,51.33933318284734,9.47563198311244,201,Sandstone,Triassic,15,,6.7,,,,,,,,,684.0,,,,,,,,,,,6.0
Kassel-Waldau,Domänenwiese I,51.2964194951715,9.50515668959741,8.5,Sandstone,Triassic,n.s.,,7.0,,,,110.0,33.8,148.78,218.88,208.27,291.6,,5.6,,,,,,,,,6.0
Kassel-Waldau,Domänenwiese II,51.2978515603646,9.50660634207529,7.8,Sandstone,Triassic,n.s.,,7.0,,,,127.0,41.1,170.98,226.86,349.86,246.4,,6.15,,,,,,,,,6.0
Kassel-Waldau,Domänenwiese III,51.2993753636061,9.50762690313467,7,Sandstone,Triassic,n.s.,,6.9,,,,1616.34,74.9,532.66,727.8,1603,300.0,,,,,,,,,,,6.0
Kiedrich,Quelle im Sillgraben,50.06869497269026,8.063201855253501,0,Phyllite,Silurian/Ordovician,12.2,59.0,6.2,190.0,,,15.0,2.0,5.0,21.0,4,23.9,,,,,0.04,,,1,,,6.0
Kiedrich,Quelle im Sillgraben,50.06869497269026,8.063201855253501,0,Phyllite,Silurian/Ordovician,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Kiedrich,Virchowquelle,50.05389312030121,8.073070396840409,183.8,Gneiss,Silurian ,24.3,,,,,,2688.0,25.07,460.1,4987.0,97.9,353.0,9.231,197.5,11.13,0.168,6.506,1.151,,Traces,64.36,,6.0
Kiedrich,Virchowquelle,50.05389312030121,8.073070396840409,183.8,Gneiss,Silurian ,24.2,,6.4,,,,2748.0,24.3,448.7,5055.0,95.1,376.8,4,219.5,,9,3.3,1.6,,,64.7,,6.0
Kiedrich,Virchowquelle,50.05389312030121,8.073070396840409,183.8,Gneiss,Silurian ,34.3,,6.3,,,,2512.0,24.0,419.0,4680.0,90,356.0,,199,,7.15,3.52,,,Traces,55.9,,6.0
Kiedrich,Virchowquelle,50.05389312030121,8.073070396840409,183.8,Gneiss,Silurian ,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Kiedrich,Virchowquelle,50.05389312030121,8.073070396840409,183.8,Gneiss,Silurian ,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Kirtorf-Lehrbach,Retschenhäuser Hof,50.7775967930414,9.080823405377437,410,Gypsum,Permian,n.s.,,,,,,104.0,46.7,461.7,137.5,1181.1,201.4,,,,,,,,,,,6.0
Knüllwald-Nausis,Nausis,50.97189356256389,9.524267632113807,44.8,Sandstone,Triassic,8,,,,,,7.6,74.4,565.1,6.5,1441,233.0,,,,,,,,,,,6.0
Knüllwald-Rengshausen,Renghausen,51.01276321264567,9.531996446733958,401.5,Limestone,Permian,16.5,,,,,,4.6,57.8,369.6,44.4,923.5,183.0,,,,,,,,,,,6.0
Korbach-Oberense,Brunnenbohrung,51.23295388919714,8.846786158287768,152,Limestone,Permian,10.5,,,,,3.2,148.28,52.26,60.12,30.14,297.79,341.7,,3.91,,,,,,,,,6.0
Kronberg (Taunus),Brunnen IV,50.169960178116,8.525434914206041,134.5,"Unconsolidated rocks, Marl ",Paleogene,16.7,884.0,6.66,,,,111.0,11.8,44.5,155.0,8.23,227.0,0.12,5.93,0.56,0.2,,,0.24,0.06,,,6.0
Kronberg (Taunus),Fürstenbergquelle,50.17122103580281,8.510765056814938,42,Gneiss,Silurian,18,9383.0,6.03,,,,1645.0,51.4,327.0,2869.0,23.4,884.0,1.71,58,7.69,3.06,,,0.81,4.1,,,6.0
Kronberg (Taunus),Kronthalbrunnen,50.17138340225425,8.510889394051286,6.9,Gneiss,Silurian ,16.3,,,,,,1417.0,43.9,285.0,2254.0,21.55,1030.0,Traces,45.38,,2.091,9.257,0.653,Traces,,129.4,,6.0
Kronberg (Taunus),Kronthalbrunnen,50.17138340225425,8.510889394051286,6.9,Gneiss,Silurian ,16.3,,,,,,1326.0,45.52,281.1,2161.0,22.86,975.3,1.13,41.69,2.28,2.49,14.15,1.5,0.21,,132.5,,6.0
Kronberg (Taunus),Kronthalbrunnen,50.17138340225425,8.510889394051286,9.8,Gneiss,Silurian ,13.7,,,,,,840.3,32.2,200.5,1287.0,18.4,860.3,,,,,16.3,,,,,,6.0
Kronberg (Taunus),Nymphenquelle,50.17124806740915,8.510778780225902,30,Gneiss,Silurian,16.8,4930.0,5.81,,,,804.36,32.59,204.61,1276.23,12.92,786.45,0.87,43.05,3.04,1.88,,,0.8,3.92,,,6.0
Kronberg (Taunus),Stahlbrunnen,50.17114969824011,8.510905778983767,6,Gneiss,Silurian ,13.8,,,,,,1140.0,34.49,235.6,1869.0,19.29,772.7,,53.22,,1.314,8.119,1.392,Traces,,130.8,,6.0
Kronberg (Taunus),Theodorusquelle,50.1712892451138,8.50988239685897,60.05,Gneiss,Silurian,14,,5.7,,,,695.0,26.0,159.0,28.0,674,2130.0,,28,,,,,,,,,6.0
Kronberg (Taunus),Theodorusquelle,50.1712892451138,8.50988239685897,60.05,Gneiss,Silurian,16.5,5123.0,5.77,,,,830.0,33.0,208.0,1347.0,15.9,786.0,0.94,38,2.49,1.52,,,1.18,8.7,,,6.0
Kronberg (Taunus),Wilhelmsquelle,50.17107706375538,8.510738528072215,7.2,Gneiss,Silurian ,13.5,,,,,,688.9,27.89,167.6,1042.0,13,749.7,0.672,29.81,1.198,Traces,14.32,1.131,,,131.2,,6.0
Kronberg (Taunus),Wilhelmsquelle,50.17107706375538,8.510738528072215,7.2,Gneiss,Silurian ,13.5,,,,,,521.6,20.38,128.8,787.0,22.06,575.5,0.28,31.16,1.64,0.74,10.4,1.05,0.11,0.35,119.7,,6.0
Kronberg (Taunus),Wilhelmsquelle,50.17117596346793,8.510737518235608,23.6,Gneiss,Silurian,16.5,7837.0,5.8,,,,1345.0,46.2,292.0,2264.0,17.8,1006.0,1.38,48.4,4.98,2.28,,,1.39,5.75,,,6.0
Leun-Biskirchen,Friedrich-Christian-Heilquelle,50.52912077323015,8.297288642009743,25,Quartzite ,Devonian,11,,,,,,874.97,116.57,343.95,1168.5,19.1,2004.29,1.84,31.9,0.44,,6.6,1.2,0.45,,23.47,,6.0
Leun-Biskirchen,Friedrich-Christian-Heilquelle,50.52912077323015,8.297288642009743,25,Quartzite ,Devonian,11,,,,,,605.4,71.3,209.7,699.8,23,1409.0,,,,,,,,,,,6.0
Leun-Biskirchen,Gertrudisbrunnen,50.53418613761695,8.309909372553555,64,Slate  ,Devonian,11.8,,,,,,1050.0,124.2,297.7,1337.0,20.74,2070.0,1.371,45.24,0.514,1.774,,0.572,,,24.18,,6.0
Leun-Biskirchen,Gertrudisbrunnen,50.53418613761695,8.309909372553555,65,Slate  ,Devonian,12.8,,,,,,767.4,88.6,210.4,938.9,20.4,1582.0,,,,,,,,,,,6.0
Leun-Biskirchen,Karlssprudel,50.52972550147032,8.300664935876705,35,Quartzite ,Devonian,n.s.,,,,,,1101.0,142.4,449.2,1579.0,23.68,2363.0,2.096,41.57,1.864,2.989,8.46,2.038,,2.626,23.81,,6.0
Leun-Biskirchen,Karlssprudel,50.52972550147032,8.300664935876705,35,Quartzite ,Devonian,11,,,,,,851.0,117.0,385.0,1201.0,24,2002.0,,34,,,8,,,,,,6.0
Leun-Biskirchen,Karlssprudel,50.52972550147032,8.300664935876705,35,Quartzite ,Devonian,11,,,,,,901.4,124.6,416.7,1285.0,24,2116.0,,,,,,,,,,,6.0
Lich-Eberstadt,Flachbohrung,50.4675728944835,8.764189854724233,2,Unconsolidated rocks,Quaternary,n.s.,,6.8,,,,4318.46,164.15,624.5,7650.88,3.91,1173.64,,75,,,,,,0,,,6.0
Liebenau-Lamerden,Nördliche Steinmühle,51.53827344387392,9.313230713957267,0,Limestone,Triassic,n.s.,,7.3,,,,6.0,53.0,229.0,32.0,462,311.0,,5,,,,,,35,,,6.0
Liederbach (Taunus),Brunnen III,50.11633694447585,8.502039594242566,135.5,"Marl, Pelite, Limestone",Neogene,13.2,765.0,7.02,,,0.3,9.6,29.0,125.0,11.0,57,461.0,,5.4,,0.2,0.68,0.08,,<1,,,6.0
Limburg-Lindenholzhausen,Lubentiusbrunnen,50.36697708843685,8.125940751292815,15,Dolerite,Devonian,14,,,,,,575.0,73.3,98.0,309.0,33.6,1689.7,1.6,28.6,2.6,1.1,5,0.8,,,16.0,,6.0
Limburg-Lindenholzhausen,Lubentiusbrunnen,50.36733615466326,8.125863869052216,15,Dolerite,Devonian,12.6,,,,,,547.2,79.8,92.6,231.5,19.1,1722.6,,,,,,,,,,,6.0
Limburg-Lindenholzhausen,Lubentiusbrunnen,50.36733615466326,8.125863869052216,40,Dolerite,Devonian,11.5,2509.0,6.23,,,,504.0,55.4,84.3,197.0,16,1500.0,,21.9,,1,3.6,<0.005,<0.2,<0.5,,,6.0
Lohfelden-Crumbach,Lohfelden I,51.26162408381904,9.546469913658719,147.2,Sandstone,Triassic,11,,6.7,,,,,,,,,152.0,,,,,,,,,,,6.0
Lohfelden-Crumbach,Lohfelden I,51.26162408381904,9.546469913658719,147.2,Sandstone,Triassic,13.4,289.0,6.56,,,9.3,6.0,7.9,47.1,10.4,10.2,160.0,,1.1,,0,0.075,0,,9.5,,,6.0
Lohfelden-Crumbach,Lohfelden II,51.25875890849372,9.544000317326283,183,Sandstone,Triassic,12.4,,7.0,,,,,,,,,140.0,,,,,,,,,,,6.0
Lohfelden-Crumbach,Lohfelden II,51.25875890849372,9.544000317326283,183,Sandstone,Triassic,13.3,266.0,6.67,,,8,8.7,11.7,30.6,5.6,10.6,153.0,,2,,0,0.08,0.016,,1.5,,,6.0
Lohfelden-Crumbach,Lohfelden III,51.2503323113625,9.53888727863707,192.1,Sandstone,Triassic,12.6,,7.1,,,,,,,,,146.0,,,,,,,,,,,6.0
Lohfelden-Crumbach,Lohfelden III,51.2503323113625,9.53888727863707,192.1,Sandstone,Triassic,12.6,238.0,6.58,,,6,7.5,9.3,28.3,6.7,9.3,129.0,,1.6,,0,,,,2.1,,,6.0
Lohfelden-Crumbach,Lohfelden IV,51.25407521430625,9.526324381239286,195.5,Sandstone,Triassic,12,,7.3,,,,,,,,,171.0,,,,,,,,,,,6.0
Lohfelden-Crumbach,Lohfelden IV,51.25407521430625,9.526324381239286,195.5,Sandstone,Triassic,13.7,275.0,6.72,,,6.2,8.6,12.4,33.0,6.0,5.7,168.0,,1.8,,0,0,0,,1.6,,,6.0
