location,well_or_spring_name,utm_e,utm_n,depth_bgl_in_m,rock_type,stratigraphic_period,temperature_in_c,electrical_conductivity_25c_in_uS/cm,pH,redox_potential_in_mV,total_dissolved_solids_in_mmol/L,O2_in_mmol/L,Na_in_mmol/L,Mg_in_mmol/L,Ca_in_mmol/L,Cl_in_mmol/L,SO4_in_mmol/L,HCO3_in_mmol/L,Li_in_mmol/L,K_in_mmol/L,Sr_in_umol/L,NH4_in_umol/L,Fe_in_mmol/L,Mn_in_mmol/L,F_in_umol/L,NO3_in_mmol/L,H2SiO3_in_umol/L,HS_in_mmol/L
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,Devonian,,952,8.36,,1109,,213.6,0.05,3.1,34.2,184,,,21.6,,,0.6,,0.79,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,,,943,6.95,,1128,,198,0.05,3.1,46.9,195,,,21,,,0.6,,0.75,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,Cretaceous,,901,9.42,,1126,,208.3,0.03,2.8,34.7,194,,,17.4,,,3.4,,0.73,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,,,870,8.8,,1107,,207.3,0.02,2.7,31.8,213,,,18,,,0.3,,0.7,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,Triassic,,840,8.68,,1047,,193.7,0.01,2.73,33.2,194,,,17.4,,,,,0.69,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,,,909,9.05,,1025,,192,0.01,2.97,34.5,118,,,20.3,,,,,0.69,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,Permian,,862,6.79,,1096,,199,0.02,2.9,73.7,179.2,,,17,,,,,0.67,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,,,901,9.28,,1099,,211.3,0.02,2.93,32.5,183.5,,,16.4,,,,,0.69,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,,140,862,7.52,,1121,,176.1,0.54,9.5,41.1,177,,,18.7,,,,,3.78,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,Triassic,173,787,6.39,,1052,,155,0.47,19.2,38.4,164,,,20.4,,,,,1.98,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,,201,787,6.05,,816,,192.1,0.07,4,44.6,131.9,,,15.3,,,,,1.97,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,,,690,5,,763,,141.7,0.14,2.2,81.6,115.1,,,13.4,,,,,2.77,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,,156,870,7.39,,1020,,178.8,0.28,10.7,38.8,181.1,,,15.7,,,,,1.29,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,,,893,8.51,,994,,192,0.018,4.2,27.8,194.1,,,15.1,,,,,0.98,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,,,862,8.59,,1072,,188,0.016,3.59,34.4,190,,,10.5,,,,,0.88,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,,,901,9.29,,1055,,196.2,0.017,4.53,31.3,209.2,,,16.3,,,,,0.94,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,,88,,9.68,,,,,,,,,,,,,,,,,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,,,806,9.2,,1032.3,,169.3,0,5.38,22.7,199.5,,,15.1,,,,,0.78,,,
Ísland,K-10 / B-58010,65.712443206,-16.7669392688,2082,,,,769,9.3,,1002,,175.8,0.01,4.6,20.6,211.8,,,11.8,,,,,0.75,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,980,7.74,,1176,,233.4,0.07,3.4,55.8,240,,,33.7,,,0,,1.02,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,1099,9.23,,1454,,250,0.11,5.3,71.8,234,,,38.8,,,,,1.13,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,847,6.7,,1704,,191.6,0.05,3.8,37.2,96,,,23.5,,,,,1.17,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,820,7.19,,996,,175.6,0.03,3.4,26.9,198,,,21.6,,,6.3,,1.27,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,794,6.82,,937,,163,0.04,2.8,28.2,200,,,21.6,,,0.5,,1.21,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,Cretaceous,,800,6.88,,971,,184.5,0.02,2.9,29.6,196,,,21.3,,,,,1.2,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,Cretaceous,,787,5.99,,958,,180.6,0.03,3.13,29.6,207,,,20.7,,,0.2,,1.19,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,Cretaceous,,787,6.88,,985,,183.6,0.02,3.18,55.9,209,,,21.1,,,,,1.69,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,Cretaceous,,787,6.93,,965,,181,0.02,3.29,35.6,205,,,23,,,0,,1.12,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,Cretaceous,,833,9.83,,1057,,191.2,0.02,2.84,27.4,215,,,20.8,,,0,,1.14,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,781,6.39,,951,,180.4,0.01,3.28,33.9,204,,,21.6,,,,,1.11,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,800,6.69,,978,,192,0.03,3.27,33.8,197.9,,,21,,,,,1.06,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,820,6.8,,1009,,209.8,0.03,3.32,31.8,196,,,21.2,,,,,1.06,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,,6.82,,944,,188,0.09,3.5,30.3,192.9,,,19.8,,,,,1.07,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,,7.88,,1102,,200,0.02,4.1,38.5,201.6,,,26.6,,,,,1.2,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,,7.4,,949,,182,0.03,3.8,31.2,195.4,,,21.5,,,,,1.17,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,,6.79,,946,,182.5,0.03,3,30.8,,,,8.8,,,,,,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,,9.04,,964,,186.3,0.01,3.4,32.9,178,,,8.9,,,,,1.14,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,840,7.44,,911.5,,188,0.02,2.62,36.8,202,,,21.3,,,,,1.2,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,820,6.85,,1002.8,,181,0.01,3.27,35.6,197,,,20.8,,,,,1.18,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,901,9.96,,1005,,193.2,0,2.7,28.6,210.9,,,20,,,,,1.18,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,153,893,10.21,,1023,,190.7,0.004,3.2,25.2,210.9,,,20.4,,,,,1.22,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,149,909,7.94,,1087,,183,0.02,4,50.9,193,,,11.5,,,,,1.26,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,136,952,8.5,,1082,,200.2,0.03,2.6,35.7,194.1,,,24.6,,,,,1.29,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,952,8.95,,1042,,215.3,0.003,2.7,32.4,204.7,,,24.2,,,,,1.35,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,855,6.54,,991,,181,0.012,3.39,28.9,195.8,,,21.2,,,,,1.26,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,870,6.98,,,,183,0.006,3.42,28.7,191,,,20.8,,,,,1.31,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,813,7.05,,949,,185,0.004,3.04,28,186,,,23.4,,,,,1.26,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,820,6,,1033,,239,0.003,2.51,30.8,190,,,21,,,,,1.09,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,1053,9.47,,1281,,233.7,0.003,2.8,42.8,243.4,,,30.9,,,,,1.05,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,142,1020,7.63,,1412,,222,0.092,4.76,37.5,175.2,,,36.9,,,,,0.79,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,100,,,,,,,,,,,,,,,,,,,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,990,9.11,,1521,,235,0.014,1.69,37.5,126,,,40,,,0,,1.15,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,935,7.26,,1334,,203,0.01,1.64,56.7,120.4,,,33.1,,,,,1.57,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,781,6.7,,1135.7,,160.9,0,1.32,,110.4,,,25.1,,,,,1.49,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,833,7.53,,1276,,187.4,0,1.5,46.6,124.2,,,25.4,,,,,1.63,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,952,7.54,,1276.3,,201.2,0,1.43,53.9,152.5,,,28.1,,,,,1.84,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,952,7.38,,1248,,217.1,0.009,1.73,46.2,123.3,,,27.4,,,,,1.83,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,980,8.48,,1264,,219,0.01,1.51,56.1,124.2,,,34.4,,,,,1.6,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,962,7.01,,1248,,218,0.037,2.1,50.4,118.1,,,34.9,,,,,1.7,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,Permian,,952,7.87,,1263,,231,0.004,1.53,55,122.1,,,36.8,,,,,1.87,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,980,7.67,,1233,,247,0.005,1.6,62.2,123,,,35.3,,,,,0.5,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,893,7.54,,1180.7,,217,0.007,1.92,66.5,124,,,35.3,,,,,1.83,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,862,7.24,,1114.2,,214,0.006,1.65,60.5,127,,,35.3,,,,,1.92,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,877,6.85,,1277.9,,217,0.019,1.61,63.8,130,,,35.4,,,,,1.92,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,1000,7.58,,1287,,232,0.006,1.72,45.5,138,,,35.7,,,,,2,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,975,8.21,,1222,,209,0.01,1.48,58.7,122.1,,,32.1,,,,,1.8,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,917,7.54,,,,187.5,0.005,1.29,58.6,120.8,,,31.3,,,,,1.699,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,926,7.98,,1226.4,,215.2,0,1.26,48.51,127.04,,,32.1,,,,,2,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,917,7.62,,1244.8,,192.83,0.011,1.19,53.17,121.27,,,32.6,,,,,1.782,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,980,8.63,,1242.1,,212.02,0.011,1.48,62.62,133.95,,,34.47,,,,,1.682,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,980,8.11,,1277.5,,206.51,0.011,1.31,55.93,131.21,,0.31,35.21,,,,,2.092,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,760,7.7,,1047.5,,160.26,0.012,1.49,39.33,108.3,,,26.61,,,,,1.386,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,962,7.62,,1207.8,,195.56,0.011,1.39,45.05,115.53,,0.22,31.29,,,,,1.71,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,890,8.55,,1214.3,,192.68,0.005,1.15,34.99,122.56,,,31.5,,,,,1.836,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,810,7.48,,1124.2,,162.1,0.014,1.05,41.33,108.19,,,30.54,,,,,1.55,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,898,7.85,,1142,,184.73,0.104,1.1,40.55,118.5,,,29.56,,,0.07,,1.697,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,901,8.43,,1224.4,,172.6,0.012,1.07,44.85,119.22,,,32.8,,,0.03,,1.823,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,1054,8.99,,1414,,200,0.033,1.43,61.5,140,,,30.2,,,0.07,,1.95,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,,9.65,,,,223.003,0.0024,2.004,42.1855,224.7804,,,31.28,,,0.005,,1.995,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,,,5.98,,,,153,,,53.6,,,,26.1,,,,,,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,177,,6.85,,,,,,,35.6,197,,,,,,,,,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,123,,9.11,,,,,,,37.5,126,,,,,,,,,,,
Ísland,K-11 / B-58011,65.7088767121,-16.7687596969,2217,,,165,,8.48,,,,,,,56.1,124,,,,,,,,,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,1471,6.67,,1745,,243,0.12,25.69,260,129.1,,,59.5,,,1.6,,1.63,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,176.5,290,3.48,,81.2,,0.17,0.04,0.43,112,,,,,,,26,,0.24,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,,,,400.1,,77.5,1.39,3.86,174,27.4,,,1.6,,,87,,0.3,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,220,,,,,,,,,,,,,,,,,,,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,218.5,461,3.78,,28,,4,0.01,,31,,,,,,,,,0.31,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,40,,,12,,,0.01,0.1,3.7,2.4,,,1.5,,,,,0.12,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,140,3.13,,38,,0.1,0.01,0.5,26.3,1.5,,,1.3,,,,,0.25,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,240,,,184,,5.2,0,,,,,,1,,,,,,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,150,3.42,,45.3,,0.146,0,,30.4,6.3,,,,,,,,0.28,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,219.5,758,2.9,,54,,0.49,0.231,2.59,22.9,,,,0.36,,,,,0.3,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,218,658,2.97,,30,,1.2,0.093,1.13,56.1,0.1,,,0.79,,,,,0.26,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,228,305,3.47,,56,,0.6,0.069,2.13,49.1,0.1,,,0.34,,,,,0.25,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,429,3.01,,229,,0.17,0.04,0.18,86.3,9.15,,,0.05,,,,,0.24,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,Psammite,,199,420,2.96,,17.8,,0.78,0.041,0.1,48.7,2.67,,,0.23,,,,,0.34,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,220,815,2.82,,14.3,,0.17,0.007,0.03,66,2,,,0.03,,,,,0.31,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,Micritic limestone,,202.5,,3.24,,,,1.51,0,,28.9,,,,,,,,,,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,Pelite,,,65,3.81,,26.1,,0.74,0.03,0.51,18.9,2.24,,,0.03,,,,,0.4,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,Silurian/ Hercynian Granites,,98,4.45,,53,,0.14,0.052,0.58,7.6,2.53,,,0.12,,,,,0.1,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,Cambrian,,14,3.33,,6.5,,1,0,0.04,2.49,0.53,,,0.23,,,,,0.025,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,Psammite,Hercynian granites,,,8.93,,,,292,0,,,,,,,,,,,,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,Cambrian/ Hercynian granites,,52,4.03,,12.9,,0.45,0.007,0.15,2.26,1.13,,,0.38,,,,,0.044,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,Pelite,Hercynian granites/Quaternary,,90,4.2,,27.3,,0.84,0.036,0.37,6.57,1.7,,,0.28,,,,,0.023,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,22,4.02,,4.8,,0.68,0.009,0.09,1.79,1.88,,,0.29,,,,,0.036,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,Psammite,,,50,2.83,,25.8,,0.37,0.058,1.37,21.31,2.12,,,0.69,,,,,0.099,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,58,4.31,,29.5,,0.54,0,0.01,1.91,1.52,,,1.16,,,0,,0.078,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,Psammite,,,75,4.11,,4.5,,0.32,0.03,0.06,0.098,0.56,,,0.28,,,,,0.027,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,43,,,38.3,,1.62,0.069,1.22,0.25,0.58,,,1.41,,,,,0.04,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,89,3.8,,48.2,,6,0.033,1.01,3.74,1.45,,,1.91,,,0.4,,0.068,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,Pelite,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,,3.3,,,,,,,,,,,,,,,,,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,455,3.01,,229,,0.17,0.04,0.18,86.3,9.15,,,0.05,,,44,,0.24,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,290,3.48,,81.2,,0.17,0.04,0.43,112,,,,,,,26,,0.24,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,,6.98,,,,135.4111,0.0389,2.4048,34.741,74.9268,,,26.197,,,0.1419,,1.634,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,,6.6,,,,163,,,77.1,,,,33.8,,,,,,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,,8,,,,,,,52.1115,,,,,,,,,,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,170,,2.9,,,,,,,22.9,,,,,,,,,,,,
Ísland,K-12 / B-58012,65.7058265004,-16.7593584393,2222,,,,,3.01,,229,,0.17,0.04,0.18,86.3,9.15,,,0.05,,,44,,0.24,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,,,1250,8.65,,1827.3,,345,0.09,2.25,77.8,182,,,93.2,,,,,0.6,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,,,,8.73,,,,,,,112,170,,,,,,,,,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,,,1282,8.82,,1785,,284,0.084,2.04,152,138,,,78.4,,,,,0.84,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,,,1124,8.57,,1674.3,,257,0.1,3.18,125,148,,,68.4,,,,,1.19,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,,,1391,7.74,,1799.8,,297,0.024,5.68,97.1,383,,,57.9,,,,,1.09,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,Psammite,,,1499,8.47,,1837.3,,353,0.016,2.65,116,303,,,70.3,,,,,0.84,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,Psammite,,,205,4.1,,101.8,,18.3,0.099,0.31,61,14.2,,,2.1,,,,,0.18,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,Psammite,,,,,,,,,,,144.8,2,,,,,,,,,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,Psammite,,,1200,6.88,,1759.5,,248.5,0.03,1.7,176.6,173.1,,,46.6,,,,,2.15,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,Pelite,,,1111,8.54,,1724.6,,221.3,0.01,1.03,134.3,202.2,,,43.2,,,,,2.169,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,,,2083,5.48,,2824,,202.1,0.48,37.9,173.1,329,,,84.3,,,,,2.44,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,,,1176,9.15,,1673,,250.3,0.015,2.05,105.5,182.57,,,47.18,,,,,1.77,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,,,1205,8.4,,1605,,239.57,0.006,1.52,97.56,131.29,,,47.63,,,,,1.044,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Triassic,,1020,8.13,,1519.9,,210.38,0.008,1.48,129.26,143.07,,,39.04,,,,,1.503,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,1200,7.37,,1616,,226.19,0.029,2.56,160.06,178.78,,,45.4,,,,,1.714,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Paleozoic,,1042,7.28,,1456.9,,202.66,0.01,2.41,129.64,168.15,,,38.25,,,,,1.662,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,826,7.73,,1257.1,,161.21,0.015,1.09,67.44,128.98,,0.22,33.83,,,,,1.13,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,1105,9.15,,1556.3,,228.2,0.006,1.66,41.02,216.34,,,44.27,,,,,1.389,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,1280,9.48,,1691.1,,277.8,0.03,2.12,27.67,161.93,,,51.92,,,,,0.68,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,1220,9.32,,1647.8,,268.5,0.02,2.4,36.08,148.95,,,47.97,,,,,0.68,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,1031,8.62,,1564.4,,218.06,0.006,4.16,36.08,177.55,,,34.83,,,,,1.167,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,1100,7.88,,1485.7,,212.93,0.008,4.55,45.06,192.32,,0.14,31.5,,,0,,1.155,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,810,7.08,,1199.5,,168.16,0.007,1.85,25.24,106.79,,,28.56,,,,,0.949,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Triassic,,920,7.63,,1228.2,,184.79,0.06,2.53,30.1,152.84,,,28.45,,,,,0.91,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Triassic,,880,7.3,,1190.6,,179.21,0.012,1.66,29.6,141.43,,,28.66,,,,,0.827,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,1000,8.12,,1306.8,,197.87,0.006,3.49,31.91,159.1,,,30.71,,,0,,0.976,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,962,7.92,,1311.2,,187.8,0.03,3.2,32.11,158.91,,,31.3,,,0,,0.996,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,1037,8.56,,1361.6,,206.2,0.026,2.59,28.6,185.2,,,32.45,,,0,,1.012,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Triassic,,1084,9.15,,1315.6,,218,0,3.12,23.89,235.7,,,35.4,,,0,0,0.925,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Triassic,,1127,9.1,,1318.4,,223,0,3.33,26.55,254.7,,,35.8,,,0,0,0.921,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,1134,9,,1360.8,,226,0,3.14,27.2,251.3,,,35.6,,,0,0,0.907,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,1114,9.03,,1232,,210,0.003,2.9,36.8,300,,0.136,30,0.0201,,0.0019,0.0013,1.12,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,,8.43,,,,244,0.0017,4.473,31.8,303.9,,0.156,26.6,0.021,,0.004,0.0012,0.933,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,,8.6,,,,279.5584,0.0049,6.012,15.2435,448.6002,,,31.28,,,0.0207,,0.855,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,,8.16,,,,273.8109,0.0024,5.2104,21.979,524.4876,,,30.107,,,0.0056,,0.741,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,,7.06,,,,131,,,90,,,,27,,,,,,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,,6.6,,,,167,,,22.9,,,,21.4,,,,,,,,
Ísland,K-13 / B-58013,65.7078365142,-16.7602680406,2050,,Neogene,,,7.83,,1564,,165.4,0.005,3.16,27.37,134.7,,,26.42,,,,,0.89,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,1000,8.57,,1521.3,,241,0.067,1.15,64.9,88.2,,,56.3,,,,,1.19,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,Neogene,,1577,8.99,,2320,,397,0.1,1.85,36.4,145.7,,,128.7,,,,,0.64,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,699,8.78,,,,171,0.083,0.9,41.8,38.9,,,41.6,,,,,1.41,,,
